shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
3001-2-2,36.7005026970876,137.212343196542,21
3001-2-2,36.7009530969061,137.212457773263,22
3001-2-2,36.701609951035,137.212899949192,23
3001-2-2,36.7008561885879,137.212408733586,24
3001-2-2,36.7005654636333,137.212425586755,25
3001-2-2,36.7000067241993,137.213755955832,26
3001-2-2,36.6994273038708,137.215232519313,27
3001-2-2,36.699181735077,137.215797707149,28
3001-2-2,36.6990121094911,137.216130242865,29
3001-2-2,36.6985817241992,137.216127384404,30
3001-2-2,36.697819614091,137.216119746835,31
3001-2-2,36.6966975566934,137.216063244193,32
3001-2-2,36.6949759001276,137.215954867209,33
3001-2-2,36.6914379869701,137.215820328849,34
3001-2-2,36.6883469865116,137.215661224347,35
3001-2-2,36.686333483698,137.215786471703,36
3001-2-2,36.6836357133431,137.215881942604,37
3001-2-2,36.6823463058879,137.216202137048,38
3001-2-2,36.6815242097508,137.216448842076,39
3001-2-2,36.6804529414684,137.21689706034,40
3001-2-2,36.6793778427995,137.217450122506,41
3001-2-2,36.6782584628215,137.217986348707,42
3001-2-2,36.6772086831861,137.218473035213,43
3001-2-2,36.6756381935983,137.219378570938,44
3001-2-2,36.6741891926086,137.220117987606,45
3001-2-2,36.672764436263,137.220813475709,46
3001-2-2,36.6715148053112,137.221404458509,47
3001-2-2,36.6705204722661,137.220566712479,48
3003-4-2,36.6705204722661,137.220566712479,1
3003-4-2,36.6715083605958,137.221378471738,2
3003-4-2,36.672764436263,137.220813475709,3
3003-4-2,36.6756381935983,137.219378570938,4
3003-4-2,36.6782584628215,137.217986348707,5
3003-4-2,36.6804529414684,137.21689706034,6
3003-4-2,36.6821459698539,137.216193934668,7
3003-4-2,36.6836357133431,137.215881942604,8
3003-4-2,36.686333483698,137.215786471703,9
3003-4-2,36.6883469865116,137.215661224347,10
3003-4-2,36.6897686974448,137.215668920117,11
3003-4-2,36.6914379869701,137.215820328849,12
3003-4-2,36.6949759001276,137.215954867209,13
3003-4-2,36.6966975566934,137.216063244193,14
3003-4-2,36.6985817241992,137.216127384404,15
3003-4-2,36.6989682908832,137.21610178784,16
3003-4-2,36.6991091446576,137.21592140027,17
3003-4-2,36.7000067241993,137.213755955832,18
3003-4-2,36.7005370810257,137.212454175386,19
3003-4-2,36.7007623719515,137.212472117179,20
3003-4-2,36.701609951035,137.212899949192,21
3003-4-2,36.7021557580688,137.213240920094,22
3003-4-2,36.7024428405588,137.21350570052,23
3003-4-2,36.7025445808873,137.213788032532,24
3003-4-2,36.7027017010515,137.214073688616,25
3003-4-2,36.7036412254487,137.214589428046,26
3003-4-2,36.7039050834566,137.2147501291,27
3003-4-2,36.7040497015876,137.214914705822,28
3003-4-2,36.7040917153255,137.215136454501,29
3003-4-2,36.7038693427657,137.215755199215,30
3003-4-2,36.7036394793915,137.21651657357,31
3003-4-2,36.7029424112767,137.218388982964,32
3003-4-2,36.7029857120727,137.219795248184,33
3003-4-2,36.7030500793897,137.221215943963,34
3003-4-2,36.7030845506477,137.221459033911,35
3003-4-2,36.7030573272202,137.22251570786,36
3003-4-2,36.7030369665912,137.223171887098,37
3003-4-2,36.7030305240751,137.223381361307,38
3003-4-2,36.7030963095052,137.223452731677,39
3003-4-2,36.7032369665912,137.223551215144,40
3003-4-2,36.7035526457209,137.223567520705,41
3003-4-2,36.7039195958187,137.223546025331,42
3003-4-2,36.7046745285051,137.223519261442,43
3003-4-2,36.7119817044297,137.22457136859,44
3003-4-2,36.7154485308619,137.225117101397,45
3003-4-2,36.7173780942776,137.224988937378,46
3003-4-2,36.7191270420705,137.224794962511,47
3003-4-2,36.7206874903021,137.224692319652,48
3003-4-2,36.7222584661814,137.224874768066,49
3003-4-2,36.731082893702,137.226022712526,50
3003-4-2,36.7351597621109,137.226585781315,51
3003-4-2,36.7423294829749,137.227547138468,52
3003-4-2,36.7479792439622,137.228318409638,53
3003-4-2,36.7487122209619,137.228461697987,54
3003-4-2,36.7520210677592,137.230489174198,55
3003-4-2,36.7575717319499,137.233882053848,56
3003-4-2,36.7582047722218,137.234215736389,57
3003-4-2,36.7586384600658,137.234361801202,58
3003-4-2,36.7592565465203,137.234469613375,59
3003-4-2,36.759717581095,137.234444366019,60
3003-4-2,36.7613627664226,137.234059466553,61
3002-4-2-1,36.6705204722661,137.220566712479,1
3002-4-2-1,36.6715083605958,137.221378471738,2
3002-4-2-1,36.672764436263,137.220813475709,3
3002-4-2-1,36.6756381935983,137.219378570938,4
3002-4-2-1,36.6782584628215,137.217986348707,5
3002-4-2-1,36.6804529414684,137.21689706034,6
3002-4-2-1,36.6821459698539,137.216193934668,7
3002-4-2-1,36.6836357133431,137.215881942604,8
3002-4-2-1,36.686333483698,137.215786471703,9
3002-4-2-1,36.6883469865116,137.215661224347,10
3002-4-2-1,36.6897686974448,137.215668920117,11
3002-4-2-1,36.6914379869701,137.215820328849,12
3002-4-2-1,36.6949759001276,137.215954867209,13
3002-4-2-1,36.6966975566934,137.216063244193,14
3002-4-2-1,36.6985817241992,137.216127384404,15
3002-4-2-1,36.6989682908832,137.21610178784,16
3002-4-2-1,36.6991091446576,137.21592140027,17
3002-4-2-1,36.7000067241993,137.213755955832,18
3002-4-2-1,36.7005370810257,137.212454175386,19
3002-4-2-1,36.7007623719515,137.212472117179,20
3002-4-2-1,36.701609951035,137.212899949192,21
3002-4-2-1,36.7021557580688,137.213240920094,22
3002-4-2-1,36.7024428405588,137.21350570052,23
3002-4-2-1,36.7025445808873,137.213788032532,24
3002-4-2-1,36.7027017010515,137.214073688616,25
3002-4-2-1,36.7036412254487,137.214589428046,26
3002-4-2-1,36.7039050834566,137.2147501291,27
3002-4-2-1,36.7040497015876,137.214914705822,28
3002-4-2-1,36.7040917153255,137.215136454501,29
3002-4-2-1,36.7038693427657,137.215755199215,30
3002-4-2-1,36.7036394793915,137.21651657357,31
3002-4-2-1,36.7029424112767,137.218388982964,32
3002-4-2-1,36.7029857120727,137.219795248184,33
3002-4-2-1,36.7030500793897,137.221215943963,34
3002-4-2-1,36.7030845506477,137.221459033911,35
3002-4-2-1,36.7030573272202,137.22251570786,36
3002-4-2-1,36.7030369665912,137.223171887098,37
3002-4-2-1,36.7030305240751,137.223381361307,38
3002-4-2-1,36.7030963095052,137.223452731677,39
3002-4-2-1,36.7032369665912,137.223551215144,40
3002-4-2-1,36.7035526457209,137.223567520705,41
3002-4-2-1,36.7039195958187,137.223546025331,42
3002-4-2-1,36.7046745285051,137.223519261442,43
3002-4-2-1,36.7119817044297,137.22457136859,44
3002-4-2-1,36.7154485308619,137.225117101397,45
3002-4-2-1,36.7173780942776,137.224988937378,46
3002-4-2-1,36.7191270420705,137.224794962511,47
3002-4-2-1,36.7206874903021,137.224692319652,48
3002-4-2-1,36.7222584661814,137.224874768066,49
3003-4-1-1,36.731082893702,137.226022712526,1
3003-4-1-1,36.7222584661814,137.224874768066,2
3003-4-1-1,36.7208343897476,137.22467086198,3
3003-4-1-1,36.7191270420705,137.224794962511,4
3003-4-1-1,36.717114590502,137.225010104043,5
3003-4-1-1,36.7154641294445,137.225106663568,6
3003-4-1-1,36.7119817044297,137.22457136859,7
3003-4-1-1,36.7103772374932,137.224338093458,8
3003-4-1-1,36.708343483664,137.224062642397,9
3003-4-1-1,36.7071385003927,137.223844683402,10
3003-4-1-1,36.7056152510211,137.223662234988,11
3003-4-1-1,36.7047300923544,137.223533488955,12
3003-4-1-1,36.7035526457209,137.223567520705,13
3003-4-1-1,36.7031406531998,137.223579320962,14
3003-4-1-1,36.7030473853747,137.223401069641,15
3003-4-1-1,36.7030722560449,137.221773785237,16
3003-4-1-1,36.7030472560449,137.220940551104,17
3003-4-1-1,36.7029857120727,137.219795248184,18
3003-4-1-1,36.7029092092051,137.218387320927,19
3003-4-1-1,36.7036394793915,137.21651657357,20
3003-4-1-1,36.7040288293693,137.215337356622,21
3003-4-1-1,36.7040847225811,137.21504692143,22
3003-4-1-1,36.7040285352744,137.21486103254,23
3003-4-1-1,36.7035509953614,137.214574736241,24
3003-4-1-1,36.7032796348687,137.214392404229,25
3003-4-1-1,36.7028542468793,137.214199168777,26
3003-4-1-1,36.7026265717217,137.21390249285,27
3003-4-1-1,36.7024724148952,137.21350208544,28
3003-4-1-1,36.701609951035,137.212899949192,29
3003-4-1-1,36.7008561885879,137.212408733586,30
3003-4-1-1,36.7005654636333,137.212425586755,31
3003-4-1-1,36.7000067241993,137.213755955832,32
3003-4-1-1,36.6994273038708,137.215232519313,33
3003-4-1-1,36.699181735077,137.215797707149,34
3003-4-1-1,36.6990121094911,137.216130242865,35
3003-4-1-1,36.6985817241992,137.216127384404,36
3003-4-1-1,36.697819614091,137.216119746835,37
3003-4-1-1,36.6966975566934,137.216063244193,38
3003-4-1-1,36.6949759001276,137.215954867209,39
3003-4-1-1,36.6914379869701,137.215820328849,40
3003-4-1-1,36.6883469865116,137.215661224347,41
3003-4-1-1,36.686333483698,137.215786471703,42
3003-4-1-1,36.6836357133431,137.215881942604,43
3003-4-1-1,36.6823463058879,137.216202137048,44
3003-4-1-1,36.6815242097508,137.216448842076,45
3003-4-1-1,36.6804529414684,137.21689706034,46
3003-4-1-1,36.6793778427995,137.217450122506,47
3003-4-1-1,36.6782584628215,137.217986348707,48
3003-4-1-1,36.6772086831861,137.218473035213,49
3003-4-1-1,36.6756381935983,137.219378570938,50
3003-4-1-1,36.6741891926086,137.220117987606,51
3003-4-1-1,36.672764436263,137.220813475709,52
3003-4-1-1,36.6715148053112,137.221404458509,53
3003-4-1-1,36.6705204722661,137.220566712479,54
3002-1,36.701609951035,137.212899949192,1
3002-1,36.7009350865083,137.212486344692,2
3002-1,36.7004009513375,137.212264421409,3
3002-1,36.698919634701,137.21138939496,4
3002-1,36.6976091233775,137.210537428011,5
3002-1,36.695626532353,137.209760556321,6
3002-1,36.6942604357871,137.209224836731,7
3002-1,36.6934191215555,137.208963787787,8
3002-1,36.6929779524252,137.208910027204,9
3002-1,36.6925586323381,137.208934045737,10
3002-1,36.6922044973297,137.209017839377,11
3002-1,36.6921074360246,137.209339180647,12
3002-1,36.6920830961763,137.209678771918,13
3002-1,36.6920165501975,137.210465533829,14
3002-1,36.6919625042186,137.211187689917,15
3002-1,36.6917647827619,137.211381041772,16
3002-1,36.6914137110971,137.211441101293,17
3002-1,36.6908577130195,137.211502615847,18
3002-1,36.6895970444305,137.211364910816,19
3002-1,36.6893318543932,137.211324713734,20
3002-1,36.6891831682898,137.211324073519,21
3002-1,36.6890730980949,137.211452877753,22
3002-1,36.6889220444305,137.213441101292,23
3002-1,36.6887862550432,137.215328031213,24
3002-1,36.6889135318615,137.215618932016,25
3002-1,36.6897686974448,137.215668920117,26
3002-1,36.6914379869701,137.215820328849,27
3002-1,36.6949759001276,137.215954867209,28
3002-1,36.6966975566934,137.216063244193,29
3002-1,36.6985817241992,137.216127384404,30
3002-1,36.6989682908832,137.21610178784,31
3002-1,36.6991091446576,137.21592140027,32
3002-1,36.7000067241993,137.213755955832,33
3002-1,36.7005370810257,137.212454175386,34
3002-1,36.7007623719515,137.212472117179,35
3002-1,36.701609951035,137.212899949192,36
3001-1-2,36.701609951035,137.212899949192,1
3001-1-2,36.7008561885879,137.212408733586,2
3001-1-2,36.7005654636333,137.212425586755,3
3001-1-2,36.7000067241993,137.213755955832,4
3001-1-2,36.6994273038708,137.215232519313,5
3001-1-2,36.699181735077,137.215797707149,6
3001-1-2,36.6990121094911,137.216130242865,7
3001-1-2,36.6985817241992,137.216127384404,8
3001-1-2,36.697819614091,137.216119746835,9
3001-1-2,36.6966975566934,137.216063244193,10
3001-1-2,36.6949759001276,137.215954867209,11
3001-1-2,36.6914379869701,137.215820328849,12
3001-1-2,36.6883469865116,137.215661224347,13
3001-1-2,36.686333483698,137.215786471703,14
3001-1-2,36.6836357133431,137.215881942604,15
3001-1-2,36.6823463058879,137.216202137048,16
3001-1-2,36.6815242097508,137.216448842076,17
3001-1-2,36.6804529414684,137.21689706034,18
3001-1-2,36.6793778427995,137.217450122506,19
3001-1-2,36.6782584628215,137.217986348707,20
3001-1-2,36.6772086831861,137.218473035213,21
3001-1-2,36.6756381935983,137.219378570938,22
3001-1-2,36.6741891926086,137.220117987606,23
3001-1-2,36.672764436263,137.220813475709,24
3001-1-2,36.6715148053112,137.221404458509,25
3001-1-2,36.6705204722661,137.220566712479,26
3003-4-1,36.7613627664226,137.234059466553,1
3003-4-1,36.7594995771973,137.234472588239,2
3003-4-1,36.7587306799117,137.234397951998,3
3003-4-1,36.7582954202652,137.234269322368,4
3003-4-1,36.7575717319499,137.233882053848,5
3003-4-1,36.7520210677592,137.230489174198,6
3003-4-1,36.7506136887844,137.229616739001,7
3003-4-1,36.7495672863166,137.228990909631,8
3003-4-1,36.7488170072854,137.228497441374,9
3003-4-1,36.7479792439622,137.228318409638,10
3003-4-1,36.7423294829749,137.227547138468,11
3003-4-1,36.7351597621109,137.226585781315,12
3003-4-1,36.731082893702,137.226022712526,13
3003-4-1,36.7222584661814,137.224874768066,14
3003-4-1,36.7208343897476,137.22467086198,15
3003-4-1,36.7191270420705,137.224794962511,16
3003-4-1,36.717114590502,137.225010104043,17
3003-4-1,36.7154641294445,137.225106663568,18
3003-4-1,36.7119817044297,137.22457136859,19
3003-4-1,36.7103772374932,137.224338093458,20
3003-4-1,36.708343483664,137.224062642397,21
3003-4-1,36.7071385003927,137.223844683402,22
3003-4-1,36.7056152510211,137.223662234988,23
3003-4-1,36.7047300923544,137.223533488955,24
3003-4-1,36.7035526457209,137.223567520705,25
3003-4-1,36.7031406531998,137.223579320962,26
3003-4-1,36.7030473853747,137.223401069641,27
3003-4-1,36.7030722560449,137.221773785237,28
3003-4-1,36.7030472560449,137.220940551104,29
3003-4-1,36.7029857120727,137.219795248184,30
3003-4-1,36.7029092092051,137.218387320927,31
3003-4-1,36.7036394793915,137.21651657357,32
3003-4-1,36.7040288293693,137.215337356622,33
3003-4-1,36.7040847225811,137.21504692143,34
3003-4-1,36.7040285352744,137.21486103254,35
3003-4-1,36.7035509953614,137.214574736241,36
3003-4-1,36.7032796348687,137.214392404229,37
3003-4-1,36.7028542468793,137.214199168777,38
3003-4-1,36.7026265717217,137.21390249285,39
3003-4-1,36.7024724148952,137.21350208544,40
3003-4-1,36.701609951035,137.212899949192,41
3003-4-1,36.7008561885879,137.212408733586,42
3003-4-1,36.7005654636333,137.212425586755,43
3003-4-1,36.7000067241993,137.213755955832,44
3003-4-1,36.6994273038708,137.215232519313,45
3003-4-1,36.699181735077,137.215797707149,46
3003-4-1,36.6990121094911,137.216130242865,47
3003-4-1,36.6985817241992,137.216127384404,48
3003-4-1,36.697819614091,137.216119746835,49
3003-4-1,36.6966975566934,137.216063244193,50
3003-4-1,36.6949759001276,137.215954867209,51
3003-4-1,36.6914379869701,137.215820328849,52
3003-4-1,36.6883469865116,137.215661224347,53
3003-4-1,36.686333483698,137.215786471703,54
3003-4-1,36.6836357133431,137.215881942604,55
3003-4-1,36.6823463058879,137.216202137048,56
3003-4-1,36.6815242097508,137.216448842076,57
3003-4-1,36.6804529414684,137.21689706034,58
3003-4-1,36.6793778427995,137.217450122506,59
3003-4-1,36.6782584628215,137.217986348707,60
3003-4-1,36.6772086831861,137.218473035213,61
3003-4-1,36.6756381935983,137.219378570938,62
3003-4-1,36.6741891926086,137.220117987606,63
3003-4-1,36.672764436263,137.220813475709,64
3003-4-1,36.6715148053112,137.221404458509,65
3003-4-1,36.6705204722661,137.220566712479,66
3003-5-1,36.7613627664226,137.234059466553,1
3003-5-1,36.7594995771973,137.234472588239,2
3003-5-1,36.7587306799117,137.234397951998,3
3003-5-1,36.7582954202652,137.234269322368,4
3003-5-1,36.7575717319499,137.233882053848,5
3003-5-1,36.7520210677592,137.230489174198,6
3003-5-1,36.7506136887844,137.229616739001,7
3003-5-1,36.7495672863166,137.228990909631,8
3003-5-1,36.7488170072854,137.228497441374,9
3003-5-1,36.7479792439622,137.228318409638,10
3003-5-1,36.7423294829749,137.227547138468,11
3003-5-1,36.7351597621109,137.226585781315,12
3003-5-1,36.731082893702,137.226022712526,13
3003-5-1,36.7222584661814,137.224874768066,14
3003-5-1,36.7208343897476,137.22467086198,15
3003-5-1,36.7191270420705,137.224794962511,16
3003-5-1,36.717114590502,137.225010104043,17
3003-5-1,36.7154641294445,137.225106663568,18
3003-5-1,36.7119817044297,137.22457136859,19
3003-5-1,36.7103772374932,137.224338093458,20
3003-5-1,36.708343483664,137.224062642397,21
3003-5-1,36.7071385003927,137.223844683402,22
3003-5-1,36.7056152510211,137.223662234988,23
3003-5-1,36.7047300923544,137.223533488955,24
3003-5-1,36.7035526457209,137.223567520705,25
3003-5-1,36.7031406531998,137.223579320962,26
3003-5-1,36.7030473853747,137.223401069641,27
3003-5-1,36.7030722560449,137.221773785237,28
3003-5-1,36.7030472560449,137.220940551104,29
3003-5-1,36.7029857120727,137.219795248184,30
3003-5-1,36.7029092092051,137.218387320927,31
3003-5-1,36.7036394793915,137.21651657357,32
3003-5-1,36.7040288293693,137.215337356622,33
3003-5-1,36.7040847225811,137.21504692143,34
3003-5-1,36.7040285352744,137.21486103254,35
3003-5-1,36.7035509953614,137.214574736241,36
3003-5-1,36.7032796348687,137.214392404229,37
3003-5-1,36.7028542468793,137.214199168777,38
3003-5-1,36.7026265717217,137.21390249285,39
3003-5-1,36.7024724148952,137.21350208544,40
3003-5-1,36.701609951035,137.212899949192,41
3003-5-1,36.7009350865083,137.212486344692,42
3003-5-1,36.7004009513375,137.212264421409,43
3003-5-1,36.698919634701,137.21138939496,44
3003-5-1,36.6976091233775,137.210537428011,45
3003-5-1,36.695626532353,137.209760556321,46
3003-5-1,36.6942604357871,137.209224836731,47
3003-5-1,36.6934191215555,137.208963787787,48
3003-5-1,36.6929779524252,137.208910027204,49
3003-5-1,36.6925586323381,137.208934045737,50
3003-5-1,36.6922544973297,137.208874167415,51
3003-5-1,36.6921226617001,137.208741398893,52
3003-5-1,36.6923023111181,137.206122433272,53
3003-5-1,36.6924697869805,137.204430036436,54
3003-5-1,36.6926338396717,137.203188058908,55
3003-5-1,36.6929992003455,137.201929344613,56
3003-5-1,36.6940698470625,137.198281773158,57
3003-5-1,36.6946007964608,137.196457638223,58
3003-5-1,36.695012108445,137.195513326045,59
3003-5-1,36.6956925875116,137.194416999326,60
3003-5-1,36.696843648652,137.192892224176,61
3003-5-1,36.6985813786566,137.191196828679,62
3003-5-1-1,36.731082893702,137.226022712526,1
3003-5-1-1,36.7222584661814,137.224874768066,2
3003-5-1-1,36.7208343897476,137.22467086198,3
3003-5-1-1,36.7191270420705,137.224794962511,4
3003-5-1-1,36.717114590502,137.225010104043,5
3003-5-1-1,36.7154641294445,137.225106663568,6
3003-5-1-1,36.7119817044297,137.22457136859,7
3003-5-1-1,36.7103772374932,137.224338093458,8
3003-5-1-1,36.708343483664,137.224062642397,9
3003-5-1-1,36.7071385003927,137.223844683402,10
3003-5-1-1,36.7056152510211,137.223662234988,11
3003-5-1-1,36.7047300923544,137.223533488955,12
3003-5-1-1,36.7035526457209,137.223567520705,13
3003-5-1-1,36.7031406531998,137.223579320962,14
3003-5-1-1,36.7030473853747,137.223401069641,15
3003-5-1-1,36.7030722560449,137.221773785237,16
3003-5-1-1,36.7030472560449,137.220940551104,17
3003-5-1-1,36.7029857120727,137.219795248184,18
3003-5-1-1,36.7029092092051,137.218387320927,19
3003-5-1-1,36.7036394793915,137.21651657357,20
3003-5-1-1,36.7040288293693,137.215337356622,21
3003-5-1-1,36.7040847225811,137.21504692143,22
3003-5-1-1,36.7040285352744,137.21486103254,23
3003-5-1-1,36.7035509953614,137.214574736241,24
3003-5-1-1,36.7032796348687,137.214392404229,25
3003-5-1-1,36.7028542468793,137.214199168777,26
3003-5-1-1,36.7026265717217,137.21390249285,27
3003-5-1-1,36.7024724148952,137.21350208544,28
3003-5-1-1,36.701609951035,137.212899949192,29
3003-5-1-1,36.7009350865083,137.212486344692,30
3003-5-1-1,36.7004009513375,137.212264421409,31
3003-5-1-1,36.698919634701,137.21138939496,32
3003-5-1-1,36.6976091233775,137.210537428011,33
3003-5-1-1,36.695626532353,137.209760556321,34
3003-5-1-1,36.6942604357871,137.209224836731,35
3003-5-1-1,36.6934191215555,137.208963787787,36
3003-5-1-1,36.6929779524252,137.208910027204,37
3003-5-1-1,36.6925586323381,137.208934045737,38
3003-5-1-1,36.6922544973297,137.208874167415,39
3003-5-1-1,36.6921226617001,137.208741398893,40
3003-5-1-1,36.6923023111181,137.206122433272,41
3003-5-1-1,36.6924697869805,137.204430036436,42
3003-5-1-1,36.6926338396717,137.203188058908,43
3003-5-1-1,36.6929992003455,137.201929344613,44
3003-5-1-1,36.6940698470625,137.198281773158,45
3003-5-1-1,36.6946007964608,137.196457638223,46
3003-5-1-1,36.695012108445,137.195513326045,47
3003-5-1-1,36.6956925875116,137.194416999326,48
3003-5-1-1,36.696843648652,137.192892224176,49
3003-5-1-1,36.6985813786566,137.191196828679,50
3003-5-2,36.6985813786566,137.191196828679,1
3003-5-2,36.6971017233601,137.192688027082,2
3003-5-2,36.6956925875116,137.194416999326,3
3003-5-2,36.6948098264519,137.195935540336,4
3003-5-2,36.693838234309,137.199261246708,5
3003-5-2,36.6930701580629,137.201932668686,6
3003-5-2,36.6927081763166,137.203137797001,7
3003-5-2,36.6924697869805,137.204430036436,8
3003-5-2,36.6923023111181,137.206122433272,9
3003-5-2,36.6921796463738,137.208047814233,10
3003-5-2,36.692135012656,137.208634343338,11
3003-5-2,36.6922044973297,137.208859823499,12
3003-5-2,36.6925586323381,137.208934045737,13
3003-5-2,36.693478242628,137.208945945195,14
3003-5-2,36.6945185203522,137.209303379059,15
3003-5-2,36.695626532353,137.209760556321,16
3003-5-2,36.6969811486519,137.210294047056,17
3003-5-2,36.6980470350248,137.210791188594,18
3003-5-2,36.698919634701,137.21138939496,19
3003-5-2,36.6998661432008,137.211960515322,20
3003-5-2,36.7005026970876,137.212343196542,21
3003-5-2,36.7009530969061,137.212457773263,22
3003-5-2,36.701609951035,137.212899949192,23
3003-5-2,36.7021557580688,137.213240920094,24
3003-5-2,36.7024428405588,137.21350570052,25
3003-5-2,36.7025445808873,137.213788032532,26
3003-5-2,36.7027017010515,137.214073688616,27
3003-5-2,36.7036412254487,137.214589428046,28
3003-5-2,36.7039050834566,137.2147501291,29
3003-5-2,36.7040497015876,137.214914705822,30
3003-5-2,36.7040917153255,137.215136454501,31
3003-5-2,36.7038693427657,137.215755199215,32
3003-5-2,36.7036394793915,137.21651657357,33
3003-5-2,36.7029424112767,137.218388982964,34
3003-5-2,36.7029857120727,137.219795248184,35
3003-5-2,36.7030500793897,137.221215943963,36
3003-5-2,36.7030845506477,137.221459033911,37
3003-5-2,36.7030573272202,137.22251570786,38
3003-5-2,36.7030369665912,137.223171887098,39
3003-5-2,36.7030305240751,137.223381361307,40
3003-5-2,36.7030963095052,137.223452731677,41
3003-5-2,36.7032369665912,137.223551215144,42
3003-5-2,36.7035526457209,137.223567520705,43
3003-5-2,36.7039195958187,137.223546025331,44
3003-5-2,36.7046745285051,137.223519261442,45
3003-5-2,36.7119817044297,137.22457136859,46
3003-5-2,36.7154485308619,137.225117101397,47
3003-5-2,36.7173780942776,137.224988937378,48
3003-5-2,36.7191270420705,137.224794962511,49
3003-5-2,36.7206874903021,137.224692319652,50
3003-5-2,36.7222584661814,137.224874768066,51
3003-5-2,36.731082893702,137.226022712526,52
3003-5-2,36.7351597621109,137.226585781315,53
3003-5-2,36.7423294829749,137.227547138468,54
3003-5-2,36.7479792439622,137.228318409638,55
3003-5-2,36.7487122209619,137.228461697987,56
3003-5-2,36.7520210677592,137.230489174198,57
